1:-1t	前编 太古史(1-11)
46:26	由雅各伯所生而同来到埃及的人数，除雅各伯的儿媳不计外，共计六十六人。
46:27	此外还有若瑟在埃及所生的儿子二人：雅各伯家来到埃及的全体人数，共计七十人。
	
46:28t	父子异乡重逢
	
46:28	雅各伯派犹大先去见若瑟，同他约定在哥笙相见。他们来到了哥笙地方，
46:29	若瑟套车上哥笙去迎接他父亲以色列；一见了他，就扑在他颈上，抱住他的颈，哭了很久。
46:30	以色列对若瑟说：「我见了你的面，见你还活著，现在我可以死了! 」
46:31	若瑟对他的兄弟们和父亲的家属说：「我要上去呈报法郎说：我在客纳罕地的兄弟们和我父亲的家属，都来到我这里了。
46:32	这些人都是放羊饲畜的人；他们的羊群牛群和他们所有的一切都带来了。
46:33	所以，当法郎召见你们，问你们有何职业时，你们要答说：你的仆人们自幼直到现在，都是牧养牲畜的人，我们和我们的祖先都是如此。这样你们才能住在哥笙地方，因为埃及人厌恶一切牧羊的人。」
	
47:0t	第四十七章
	
47:1t	雅各伯进见法郎
	
47:1	若瑟遂去呈报法郎说：「我父和我兄弟，带著他们的牛羊和一切所有，从客纳罕地来了，现今都在哥笙地方。」
47:2	若瑟由他兄弟中选了五人，引他们去谒见法郎。
47:3	法郎问若瑟的兄弟们说：「你们有何职业？」他们回答法郎说：「你的仆人们是放羊的人，我们和我们的祖先，都是如此。」
47:4	继而又对法郎说：「我们来侨居此地，因为客纳罕地饥荒很凶，你仆人们的羊群找不到草地，所以请陛下让你的仆人们住在哥笙地方。」
47:5	法郎遂面对若瑟说：「你父亲和你兄弟既来到了你这里，
47:6	埃及国全在你面前，你可叫你父亲和你兄弟住在最好的地方，叫他们住在哥笙地；你若知道他们中有能干的人可派他们管我的牲畜。」
47:7	然后若瑟引他父亲来谒见法郎；雅各伯向法郎请安。
47:8	法郎遂问雅各伯说：「请问高寿？」
47:9	雅各伯回答法郎说：「我寄居人世，已一百三十年；我一生岁月又少又苦，不会达到我祖先寄居人世的年数。」
47:10	雅各伯再向法郎请安，辞别法郎出来了。
47:11	若瑟依照法郎的吩咐，给他父亲和兄弟安排了住处，将埃及国辣默色斯境内最好的地方，给了他们作产业。
47:12	若瑟并按照他们的人口，供给他父亲和兄弟以及他父亲全部家属的食粮。
	
47:13t	若瑟施新政
	
47:13	那时因为饥荒十分严重，各地绝粮，连埃及国和客纳罕地也因饥荒缺了粮。
47:14	若瑟因售粮与民众，将埃及国和客纳罕地内所有的一切银钱，都聚敛了来，将这些银钱尽归入法郎王室。
47:15	当埃及国和客纳罕地的银钱都用尽了，埃及人前来见若瑟说：「银钱已用完了，请给我们粮食，免得我们死在你面前! 」
47:16	若瑟回答说：「如果没有银钱，可将你们的家畜送来；我将粮食给你们，交换你们的家畜。」
47:17	他们遂将家畜送来，交给若瑟；若瑟便以粮食换取了他们的马、牛、羊、驴；那一年人们就以所有的家畜，换粮食生活。
47:18	这一年过后，第二年他们又来见他说：「我们实不瞒我主，银钱都用尽了，畜养的家畜也全归了我主，在我主面前什么也没有了，只剩下了我们自身和我们的田地。
47:19	为什么要我们死在你面前？让田地荒芜呢？你用粮食收买我们和我们的田地罢! 好叫我们的田地都归法郎作主。请给我们谷种，好叫我们生活，不致于死，田地也不致于荒芜。」
47:20	埃及人为饥荒所迫，人人出卖了自己的农田；若瑟遂为法郎购得了埃及所有的田地，田地遂尽归法郎所有。
47:21	并使埃及境内的人民，从这边直到那边，都成了农奴；
47:22	只有司祭的田地他没有买得，因为司祭有得自法郎的常粮，可藉法郎赐与他们的常粮生活，所以没有卖他们的田地。
47:23	那时若瑟对人民说：「今天我将你们和你们的田地，都已买下归于法郎，这里有你们的谷种，你们拿去播种；
47:24	到了收获的时候，五分之一应归法郎，其余四分归你们自己，作为田地的谷种，作为你们和你们的家属以及幼儿的食粮。」
47:25	他们答说：「你救了我们的性命! 唯愿我们在我主前蒙恩，我们情愿给法郎为奴! 」
47:26	由此若瑟为埃及的田地立了法例，至今有效：五分之一应归法郎；只有司祭的田地例外，不归法郎。
	
47:27t	雅各伯立遗嘱
	
47:27	以色列人住在埃及国哥笙地方，那里置业繁殖，人数大为增加。
47:28	雅各伯在埃及国又活了十七年；雅各伯的一生岁月共计一百四十七年。
47:29	以色列自知死期已近，便叫了他儿子若瑟来，对他说：「如果我在你眼内得宠，请将你的手放在我的胯下许下，以恩情和忠实对待我，不要将我埋在埃及。
47:30	我与我的祖先同眠了，你应将我带出埃及，葬在他们的墓地里。」若瑟答说：「我必照你的话去行。」
47:31	雅各伯接著说：「你对我发誓。」若瑟遂对他发了誓；以色列便靠著床头屈身下拜。
	
48:0t	第四十八章
	
48:1t	雅各伯认孙为子
	
48:1	这些事以后，有人告诉若瑟说：「你的父亲病了。」若瑟遂带了他的两个儿子，默纳协和厄弗辣因同去。
48:2	人告诉雅各伯说：「你儿子若瑟来看你。」以色列遂勉强由床上坐起。
48:3	雅各伯对若瑟说：「全能者天主曾在客纳罕地路次显现给我，祝福了我，
48:4	对我说：看! 我要使你繁殖增多，成为一大民族；我要将这地方赐给你未来的后裔，作为永久的产业。
48:5	我未到埃及见你以前，你在埃及国所生的两个儿子，由今起应归于我；厄弗辣因和默纳协属我全如勒乌本和西默盎一样。
48:6	在他们以后所生的子女，尽归于你；不过在分产业时，他们应归他们兄弟的名下。
48:7	当我由帕丹回来时，在离厄弗辣大还有一段路程时，在路上你母亲辣黑耳，就在我的悲痛中死在客纳罕地，我就将她葬在去厄弗辣大，即白冷的路旁。」
48:8	以色列看见若瑟的儿子，就问说：「他们是谁？」
48:9	若瑟回答父亲说：「是天主在此地赐给我的儿子。」以色列说：「带他们到我跟前来，我要祝福他们。」
48:10	以色列因年老眼目昏花，看不清楚；若瑟遂领他们到他跟前；他就口亲他们，抱住他们。
48:11	以色列对若瑟说：「连见你的面我都没有料到；现今，看，天主还使我见到了你的后裔。」
48:12	若瑟遂由他父亲膝间将孩子拉出来，俯伏在地下拜。
48:13	然后若瑟又领他们两个，右手领厄弗辣因到以色列左边，左手领默纳协到以色列右边，到父亲面前。
48:14	以色列却伸出右手，放在次子厄弗辣因的头上，伸出左手放在长子默纳协的头上，故意交叉著自己的手。
48:15	遂祝福若瑟说：「愿我的祖先亚巴郎和依撒格一生与之往来的天主，自我出生直到今日牧育我的天主，
48:16	救我脱离一切祸患的使者，祝福这两个孩童! 愿我的名及我祖先亚巴郎和依撒格的名，赖他们流传! 愿他们在地上生育繁昌! 」
48:17	若瑟见他父亲将右手放在厄弗辣因头上，认为不对，便拿起父亲的右手，由厄弗辣因头上，移到默纳协头上，
48:18	对父亲说：「阿爸! 错了；这个原是长子，应将你的右手放在他头上。」
48:19	他的父亲却拒绝说：「我知道，我儿! 我知道，他也要成为一个民族，他也要昌盛；但他的弟弟却比他更要昌盛，他的后裔要成为一大民族。」
48:20	那一天他又这样祝福他们说：「以色列将以你们祝福人说：愿天主使你如厄弗辣因和默纳协!」他又将厄弗辣因放在默纳协前面。
48:21	然后以色列对若瑟说：「看，我快要死；但天主必与你们同在，必领你们回到你们祖先的地方去。
48:22	现在我将由阿摩黎人手中，以我的刀剑弓矢夺得的那块山地赐给你，使你比众兄弟多得一分。」
	
49:0t	第四十九章
	
49:1t	雅各伯祝福众子
	
49:1	雅各伯叫了他的儿子们来说：「你们聚在一起，我要将你们日后所遇到的事告诉你们。
49:2	雅各伯的儿子! 你们集合静听，静听你们父亲以色列的话：
49:3	勒乌本，你是我的长子，我的力量，我壮年的首生；你过于暴燥，过于激烈，
49:4	沸腾有如滚水。你不能占据首位，因为你侵犯了你父亲的床第，上去玷污了我的卧榻。
49:5	西默盎和肋未实是一对兄弟；他们的刀剑是残暴的武器。
49:6	我的心灵决不加入他们的阴谋，我的心神决不参与他们的聚会；因为他们在盛怒下屠杀了人，任意割断了牛的腿筋。
49:7	他们的忿怒这样激烈，他们的狂暴这样凶狠，实可诅咒! 我要使他们分散在雅各伯内，使他们散居在以色列中。
49:8	犹大! 你将受你兄弟的赞扬；你的手必压在你仇敌的颈上；你父亲的儿子要向你俯首致敬。
49:9	犹大是只幼狮；我儿，你猎取食物后上来，屈身伏卧，有如雄狮，又如母狮，谁敢惊动？
49:10	权杖不离犹大，柄杖不离他脚间，直到那应得权杖者来到，万民都要归顺他。
49:11	他将自己的驴系在葡萄树上，将自己的驴驹拴在优美的葡萄树上；在酒中洗自己的衣服，在葡萄汁中洗自己的外氅。
49:12	他的双眼因酒而发红，他的牙齿因乳而变白。
49:13	则步隆将居于海滨，成为船只停泊的口岸，与漆冬毗连。
49:14	依撒加尔是匹壮驴，卧在圈中；
49:15	他觉得安居美好，地方优雅；便屈肩负重，成为服役的奴隶。
49:16	丹将如以色列的一个支派，卫护自己的人民。
49:17	丹必似路边的长虫，道旁的毒蛇，咬伤马蹄，使骑士向后跌下。
49:18	上主! 我期待你的救援!
49:19	加得要受袭击者袭击，但他要袭击他们的后队。
49:20	阿协尔的食物肥美，将供给君王的佳肴。
49:21	纳斐塔里是只被释放的母鹿，发出悦耳的歌咏。
49:22	若瑟是一株茂盛的果树，一株泉旁茂盛的果树；枝条蔓延墙头。
49:23	弓手令他苦恼，向他射击，与他对敌；
49:24	但他的弓仍旧有力，他的手臂依然灵活；这是因了雅各伯的大能者之手，因了以色列的牧者和磐石之名；
49:25	这是因为你父亲的天主扶助了你，全能者天主，以天上高处的祝福，以地下深渊蕴藏的祝福，以哺乳和生育的祝福，祝福了你。
49:26	你父亲的祝福，远超过古山岳的祝福，永远丘陵的愿望；愿这些祝福都降在若瑟头上，降在他兄弟中被选者的额上。
49:27	本雅明是只掠夺的豺狼：早上吞食猎物，晚上分赃。」
49:28	以上是以色列十二支派，以及他们的父亲对他们所说的话。他祝福了他们，以适合每人的祝福，祝福了他们。
	
49:29t	雅各伯的遗嘱和死
	
49:29	以后雅各伯又嘱咐他们，对他们说：「我快要归到我亲族那里去，你们应将我葬在赫特人厄斐龙田里的山洞里，与我的祖先在一起。
49:30	这山洞是在客纳罕地，面对玛默勒的玛革培拉的田内；这块田原是亚巴郎由赫特人厄斐龙买了来作为私有坟地，
49:31	在那里葬了亚巴郎和他的妻子撒辣，在那里葬了依撒格和他的妻子黎贝加；我也在那里葬了肋阿。
49:32	这块田地和其中的山洞是由赫特人买来的。」
49:33	雅各伯给他的儿子们立完遗嘱以后，便将脚缩到床上，断气而死，归到他亲族那里去了。
	
50:0t	第五十章
	
50:1t	雅各伯死后哀荣
	
50:1	若瑟伏在他父亲的脸上，痛哭亲吻，
50:2	然后吩咐照料自己的医生，用香料包殓他父亲；医生便用香料包殓了以色列。
50:3	为他共费了四十天，因为用香料包殓尸体原需要这些天数。埃及人为他举哀七十天。
50:4	举哀期一过，若瑟就向法郎的朝廷说：「我如在你们眼中得宠，请你们代我转告法郎说：
50:5	我父亲曾叫我起誓，对我说：看，我快要死了! 我在客纳罕地，曾为自己凿了一个坟墓，你应把我葬在那里。现在请让我上去埋葬我父亲，然后回来。」
50:6	法郎回覆说：「你就照你父亲令你起的誓，上去埋葬他罢! 」
50:7	于是若瑟上去埋葬他父亲，与他一同去的，有法郎的一切臣仆，朝廷的显要，和埃及国所有的绅士；
50:8	还有若瑟全家和他的兄弟们，并他父亲的家属，只留下家中幼小，羊群和家畜在哥笙地。
50:9	与他同去的，尚有车辆和骑兵：实在是一大队行列。
50:10	当他们到了约但河对岸的阿塔得打禾场，就在那里举行了极备哀荣的隆重丧礼；若瑟又为自己的父亲举哀了七天。
50:11	住在当地的客纳罕人见了阿塔得打禾场上的丧礼，就说：「这为埃及人实是一场极备哀荣的丧礼。」因而给那在约但对岸的地方，起名叫阿贝耳米兹辣殷。
50:12	雅各伯的儿子们完全照他们的父亲所吩咐的给他办了：
50:13	将他运到客纳罕地，葬在面对玛默勒的玛革培拉田里的山洞内；这块田是亚巴郎由赫特人厄斐龙买了来作为私有坟地。
50:14	若瑟葬了父亲以后，遂和他兄弟们，以及所有与他上来埋葬他父亲的人们，返回了埃及。
	
50:15t	若瑟的宽大
	
50:15	若瑟的兄弟们见父亲已死，就说：「或者若瑟仍怀恨我们，要报复我们对他所行的一切恶事。」
50:16	因此便派人去见若瑟说：「你父亲未死以前曾嘱咐说：
50:17	你们要这样对若瑟说：请你务必饶恕你兄弟们的过失和罪恶，因为他们实在虐待了你。现在，求你饶恕你父亲的天主的仆人们的过失罢! 」若瑟听他们对他说出这样的话，就哭了起来。
50:18	后来他的兄弟们还亲自来，俯伏在他面前说：「看，我们都是你的奴隶! 」
50:19	若瑟对他们说：「不要害怕! 我岂能替代天主？
50:20	你们原有意对我作的恶事，天主却有意使之变成好事，造成了今日的结果：挽救了许多人民的性命。
50:21	所以，你们不必害怕，有我维持你们和你们的孩子。」他这样抚慰他们，使他们安心。
	
50:22t	若瑟逝世
	
50:22	若瑟和他父亲的家属，以后就住在埃及。若瑟活到了一百一十岁，
50:23	见到了厄弗辣因的第三代子孙；默纳协的儿子玛基尔的儿子们，也都生在若瑟的膝下。
50:24	若瑟对自己的兄弟们说：「我快要死了；但天主要看顾你们，领你们由这地回到他誓许给亚巴郎、依撒格和雅各伯的地方去。」
50:25	若瑟又叫以色列的儿子们起誓说：「当天主看顾你们时，你们应将我的骨骸由这里带回去。」
50:26	若瑟死了，享寿一百一十岁。人遂用香料包殓了他，放在棺椁内，安厝在埃及。
