1:-2t	厄则克耳	
48:10	这块所献的圣地应归司祭，北面长二万五千肘，西面宽一肘，东面宽一万肘，南面宽二五千肘，衵间是上主的圣所。	
48:11	这地应归疲祝圣作上主司祭的匝多克的子孙，他们谨慎遵行了我的礼规，当以色列子民堕落时，他们没有像肋未人一样落时下去。	
48:12	属司祭之地是献地中至圣之地，靠近近肋未人的边界。	
48:13	属肋未人的地与司祭的边界平行，长二万五千肘，宽一万肘，总计长二万五千肘，宽二万肘。	
48:14	其中的地不可变卖，不可交换也不可转让，这是地中最好的一份，因为是祝圣于上主的。	
		
48:15t	京城和元首之地	
48:15	由二万五千肘的面积所余的五千肘应列为俗地，作为居住的城市和郊区，城市应在中心。	
48:16	城市的面积如下：北面四千五百肘，北面四千五百肘，南面四千五百肘，东面四千五百肘。	
48:17	城市外的郊区是：北面二百五十肘，南面二百五十肘，东面二百五十肘，西面二百五十肘。	
48:18	至于那与所献圣地平行的所余之地，东面长一万肘，西面长一万肘，甚中出产应作为城内居民的食粮。	
48:19	城内的居民是由以色列各支派分派来住的。	
48:20	整个献地为二万五千肘长，二万五千肘宽，为一方形，是你们应保留的所献圣地和城市地段。	
48:21	在所献圣地和城市地段的两所余之地，二万五千肘由东至东面的边界，由西至西面的边界，与各支派所分之地平行，都归元首，所献圣地与圣所在中间。	
48:22	除在属元首的地中间，有肋未人的产业和城市地段外，凡在犹大边界和本雅明边界饮间的土地，皆归元首所有。	
		
48:23t	五个支派平分南部	
48:23	至于其余的支派：由东界到西界，是本雅明的一份。	
48:24	靠近本雅明的边界由东界至西界是西默盎的一份。	
48:25	靠近西默盎的一边界，由东界至西界是依撒加尔的一份。	
48:26	靠近依撒加尔的边界，由东界至西界是则布隆的一份。	
48:27	靠近则布隆的边界，由东界至西界，是加得的一份。	
48:28	靠近加得的边界，是南方向阳的边界，由塔玛尔到默黎巴卡德士水沿河直到大海。	
48:29	这是你们各支派抽签平分的土地，是你们应得的产业──吾主上主的断语。	
		
48:30t	新京城的面积与门	
48:30	城的出口如下：北面为四千五百肘，	
48:31	北面有三门：一为勒乌本门，一为犹大门，一为肋未门。城门都是照以色列支的名字派起的。	
48:32	东面为四千五百肘，有三门：一为若瑟门，一为本雅明门，一为丹门。	
48:33	南面为四千五百肘，有三门：一为西默盎门，一为依撒加尔门，一为则步隆门。	
48:34	西面为四千五百肘，有三门：一为加得门，一为阿协尔门，一为纳斐塔里门。	
48:35	周围共一万八千肘。这城从那天起名叫「上主在那里。」	
