1.-2t	圣咏集
62.5	实在，他们企图，要将我由我高位上推下；他们喜爱谎言，口虽祝福，心却辱骂。
62.6	我的灵魂，你只安息在天主内，因为我的期望全是由他而来。
62.7	只有他是我的磐石，我的救星；他是我的堡垒，我决不致摇倾。
62.8	我的救恩，我的光荣全在于天主，我的堡垒，我的护卫全基于天主。
62.9	百姓，你们该常向他表示依靠，该在他面前吐露你们的心窍：因为天主确是我们的避难所。
62.10	庶民不过是口气，显贵也无非是幻影；放在天秤上必然浮起，合计还比气轻。
62.11	莫依势凌人，不要以劫掠骄矜；如财宝日增，也不要挂念在心。
62.12	天主说过一次，我确实也听过两次：
62.13	「威能属于天主；我主，慈爱也非你莫属，因你按照各人的行为，予各人以报酬。」
	
	
63.63t	六三：[对主的渴慕之情](12)
63.1	达味诗歌，作于飘流在犹大旷野时。
63.2	天主，你是我的天主，我急切寻觅你；我的灵魂渴慕你，我的肉身切望你，恰有如一块干旱涸竭的无水田地。
63.3	昔日我曾在圣所里瞻仰过你，为看到你的威能，和你的光辉；
63.4	因你的慈爱比命更宝贵，我的唇舌要时常称颂你。
63.5	我要一生一世赞美你，我要因你名双手并举！
63.6	我的灵魂好似饱享了膏脂，我要以欢愉的口唇赞美你。
63.7	当我在我床上想起了你时，我便彻夜不寐地默想着你。
63.8	因为你曾作了我的助佑，我要在你的羽翼下欢舞。
63.9	我的灵魂紧紧追随你，你的右手常常扶持我。
63.10	那些谋图陷害我命的人，必将坠落在地下的深层；
63.11	他们必为刀剑所杀死，也必然为野犬所分食。
63.12	但是君王必要因天主而喜庆；凡以天主宣誓的人，必要自幸，因为说谎的口，必要黯哑失声。
	
	
64.64t	六四：[恶人必受恶报](11)
64.1	达味诗歌，交与乐官。
64.2	天主，求你倾听我哀诉的声音，从仇敌的恐吓中保全我生命。
64.3	求你掩护我远离恶人的阴险，使我脱免作奸犯科者的暴乱；
64.4	他们磨砺自己的舌头有如刀剑，他们吐出有毒的语言有如弓箭：
64.5	暗地里向无辜的人击挝，肆无忌惮，突然将他刺杀。
64.6	他们彼此激励行恶，互相商议暗布罗网；说：「看见我们的究竟是谁？
64.7	谁能查出我们的邪思？我们已作成精密阴谋，走近的人必坠入深沟。」
64.8	但是，天主必要用箭射击他们，他们必要突然身受创痕。
64.9	他们的舌头必使自己跌仆，凡见到他们的人都必摇头。
64.10	众人要恐惧，要传述天主的作为，他们也都要细心默思他的事迹。
64.11	义人必要喜乐于上主，向他投靠，心地正直的人，必要因此而欢跃。
	
	
65.65t	六五：[感恩歌](14)
65.1	达味诗歌，交与乐官。
65.2	天主，人应在熙雍山上歌咏赞美你，同时也应向你还愿，因你允我所祈。
65.3	凡一切有血肉的人们，都因罪过，而向你投奔。
65.4	我们的罪重压着我们，但你都一一赦免不存。
65.5	你所选拔，而使他居留在你庭院的人，真是有福！愿我们得饱享你居所的福乐，你殿宇中的圣物！
65.6	天主我们的救主你常照公义以奇事来俯听我们，世人在天涯地角与海洋的远处都对你全心信任。
65.7	你以神威大能束腰，你以大力坚定山岳；
65.8	你曾平息了澎湃的汪洋，咆哮的巨浪，万民的喧嚷：
65.9	远居地角的人，因你的奇迹而恐慌；你使东西两极的人，都要喜气洋洋。
65.10	你眷顾大地，普降甘霖，使大地丰收；天主的河水洋溢，为他们准备五谷。原来这一切都是由于你安排就绪。
65.11	你灌溉了田畦，又犁平了土壤，使雨松软土壤，降福植物生长。
65.12	你的慈惠使年岁丰收，你的脚步常滴流脂油。
65.13	旷野的牧场丰满外溢，漫山遍陵充满了欢喜；
65.14	羊群遮蔽了牧场，山谷盖满了食粮：一切在欢呼歌唱。
	
	
66.66t	六六：[称谢主的救恩](20)
66.1	诗歌，交与乐官。普世的大地广土，请你们欢呼天主！
66.2	请歌颂他圣名的光荣，请献给他辉煌的赞颂。
66.3	请你们向天主说：「你的作为是何等惊人！因着你威赫的大能，你的仇敌都向你奉承。」
66.4	普世都要朝拜你，向你歌颂，全球也都要歌颂你的圣名。
66.5	请你们前来观看天主的作为，他对世人所作的事实在可奇。
66.6	他曾经使海洋干涸，使人徒步走过江河，叫我们因他而喜乐。
66.7	他以自己的大能，永远统治着万邦，他的眼鉴察万民，不使叛逆者狂妄。
66.8	万民，请你们赞美我们的天主，一同传扬他应受到荣誉。
66.9	他曾使我们的性命存活，没有让我们的脚步滑倒。
66.10	天主，因为你曾考验了我们，象炼银子一般，也炼了我们；
66.11	你曾引领我们坠入了网罗，曾将铁索系在我们的身腰；
66.12	你曾使异民骑在我们的头上，使我们经过水深火热的中央，最后你仍然使我们获得交锱。
66.13	我带着全燔祭进入你的圣殿，我要向你偿还我的各种誓愿：
66.14	我从前生活在困厄中间，我口所许，我唇所发的愿。
66.15	我要以肥大牲畜作全燔祭，配以公羊当作馨香献与你，还要将牛犊和山羊祭奠你。
66.16	凡敬畏天主的人，请你们前来静听，我要叙述他为我灵魂的所作所行。
66.17	我曾亲口呼号过他，我的舌头称扬过他。
66.18	如果我真存心作恶，上主决不会俯听我；
66.19	然而天主终于俯听了我，也倾听了我哀号的祈祷。
66.20	天主应受赞美：因他从未拒绝我的哀恳，他也从来没有从我身上撤回他的慈悯。
	
	
67.67t	六七：[愿万民认识天主](8)
67.1	诗歌，交与乐官，和以弦乐。
67.2	愿天主怜悯我们，并降福我们；以自己的慈爱容光照耀我们！
67.3	为使世人认识他的道路，万民得知他的救赎。
67.4	天主，愿万民都称颂你，愿列邦都赞美你！
67.5	万民都要踊跃欢欣，你以正义统治世人，且在地上领导万民。
67.6	天主，愿万民都称颂你，愿列邦都赞美你！
67.7	大地已经为我们生产百果与五谷，天主，我们的天主给我们赐下天福。
67.8	愿天主给我们赐福，愿万民都敬畏天主！
	
	
68.68t	六八：[胜利凯旋歌](36)
68.1	达味诗歌，交与乐官。
68.2	愿天主兴起，使他的仇敌四散，愿仇恨他的人，由他面前逃窜！
68.3	愿恶人在天主面前，灭亡消散，就象烟被风吹蜡被火化一般。
68.4	但义人要在天主面前踊跃欢乐，他们也必在愉快之中加倍喜悦。
68.5	请你们向天主歌唱，咏赞他的圣名；为那乘车经过旷野者，把道路修平；他名叫雅威，应在他面前喜气盈盈。
68.6	天主常在自己的圣所内居住，是孤儿的慈父，是寡妇的保护，
68.7	天主给无靠的人备妥房屋，引被掳的人重获自由；叛逆者仍在干旱居留。
68.8	天主，当你领导你的百姓出走，就在你踏入旷野的时候：
68.9	大地在天主面前震动，高天也滴下细雨，西乃在天主，以色列天主前，也颤栗不休。
68.10	天主，你给你的产业降下甘霖，因而复苏了疲倦的人民。
68.11	于是，你的羊群便在那里安住，天主，以你的慈爱照顾了贫苦。
68.12	当上主一发出了断语，妇女便结队前来报喜：
68.13	「领兵的君王已经逃走远遁，家中的闺秀分得了战利品。
68.14	正当你们在羊栈中寻梦，鸽子的翅翼涂上了白银，翎毛闪烁着火红的黄金，
68.15	当全能者驱逐列王的时间，飘飘的雪花落向匝耳孟山。」
68.16	巴商山是巍峨的高山，巴商山是多峰的青山。
68.17	多峰的青山，你为何嫉视天主爱住的圣山？嫉视上主要永久居住的圣山？
68.18	天主的车辇盈千累万，我主由西乃驾临圣殿。
68.19	你带领俘虏，升上高天，接受众人作为贡品，连不愿住在上主天主前的人，也当了贡品。
68.20	唯愿上主天天受赞美！他承担了我们的重负，因他是救我们的天主。
68.21	我们的天主实在是拯救人的天主，上主天主使我们摆脱死亡的关口。
68.22	天主必要把他敌人的头颅击穿，必要把固执于恶者的脑袋打烂。
68.23	我主说：「纵使他们逃至巴商，我也要把他们捉回来，纵使他们躲在海底，我也要把他们逮回来，
68.24	为使你在鲜血中洗涤你的脚，你的狗以舌头舔食敌人的血。
68.25	天主，人都看见你的御辇，看见我主我王，光临圣殿：
68.26	歌咏的人在前，奏乐的人在后，在中间还有一队鸣鼓的少女。
68.27	「你们应在盛会中赞美天主，以色列的子孙应赞美上主。」
68.28	最幼小的本雅明领导在前，随后有犹大的首领和随员，则步隆和纳斐塔里的长官。
68.29	天主，求你显示出你的威能，天主，显出为我们行的大能。
68.30	为了你在耶路撒冷的圣殿，众君王必要向你奉上祭献。
68.31	恳求你怒叱芦苇中的野兽，成群的公牛和列国的牛犊；愿他们带着银块前来降服，愿你驱散喜爱战争的民族！
68.32	愿有使臣由埃及来就，雇士向天主高举双手！
68.33	普世万邦，请歌颂天主，也请赞扬上主。
68.34	他自永远就是驾御高天穹苍的大主。听！他的声音发出，巨大的声音已发出：
68.35	「你们应承认天主的大能！」他的荣耀光照以色列人，他的神威已发现在天云。
68.36	天主，以色列的天主，在圣所中显得可敬可畏，他曾将力量和权能赐于百姓。愿天主受赞美！
	
	
69.69t	六九：[困苦中的哀祷](37)
69.1	达味作，交与乐官，调寄「百合。」
69.2	天主，求你从速拯救我；因大水已到我的颈脖。
69.3	我陷于泥泞中，没有立足的处所；我沉入深水中，波涛已掩盖了我。
69.4	我呼号得筋疲力竭，我已咽喉焦干；我常期望我的天主，我已望眼欲穿。
69.5	无故憎恨我的人，比我的头发更繁，无理敌对我的人，比我的骨头更坚；我没有抢夺过的，我反而应该偿还。
69.6	天主，我的愚昧，你知道得更为周详。我的过犯，不能向你掩盖隐藏。
69.7	上主，万军的上主，愿那仰望你的人，不要因我而蒙羞，以色列人的天主，愿那寻觅你的人，不要因我而受辱。
69.8	因为，我为了你已饱受欺凌，羞愧已经笼罩了我的面容。
69.9	连我的兄弟们都以我为外宾，我母亲的儿子都拿我当客人。
69.10	我对你殿宇所怀的热忱把我耗尽，并且那侮辱你者的辱骂落于我身。
69.11	我含泪斋戒克己苦身，竟成了我受辱的原因；
69.12	我身上穿着麻布当作衣裳，也竟成了他们取笑的对象。
69.13	闲坐门口的人，对我议论纷纷，喝醉烈酒的人，对我歌唱戏弄。
69.14	上主，在这困厄的时日，我只有求救于你；天主，求你按你丰厚的慈爱应允我，求你以你救援的忠诚俯听我。
69.15	求你救我于污泥中，不要让我沉没。救我脱离恨我的人，走出大水旋涡；
69.16	求你不要让波浪淹没我，深渊吞灭我，也不要让地窖合上自己的口埋葬我。
69.17	上主，求你照你和蔼的慈爱俯允我，求你按你深厚的仁慈眷顾我；
69.18	求你不要向你的仆人隐藏你的慈颜，因为我正处在困厄中，求你从速垂怜；
69.19	求你来亲近我的灵魂，施予救赎，为了我的诸般仇敌，求你救护。
69.20	我受的侮辱、欺凌和耻笑，你都识穿；欺凌迫害我的众人，都在你的眼前。
69.21	侮辱破碎了我心，使我忧伤难过；我期望有人同情，却未寻到一个，我渴盼有人安慰，也未找到一个。
69.22	他们在我的食物中，搀上了苦胆，我口渴时，竟递来酸醋要我下咽，
69.23	愿他们的筵席变成网罗，为同席的友人变为圈套！
69.24	愿他们的眼睛昏迷失明，使他们的双腰颤抖不停！
69.25	求你向他们倾泄你的盛怒，让你的怒火把他们罩住。
