1.-2t	耶肋米亚		
23.30	23:30 为此，看──上主的断语──我要惩罚互相窃取我话的先知。		
23.31	23:31 看──上主的断语──我要惩罚那些转动自己的舌头，妄说「神谕」的先知。		
23.32	23:32 看──上主的断语──我要惩罚那些预言和传述幻梦，以自己的谎言妄语迷惑我人民的先知；我既没有派遣他们，也没有对他们有所吩咐，他们对这人民就决不能有任何贡献──上主的断语。		
			
23.33t	上主的重担		
23.33	23:33 若是这人民，先知或司祭问你：什么是「上主的重?t」你就答应他们说：你们就是重担，我要将你们拋弃──上主的断语──		
23.34	23:34 凡是问「上主的重担」的先知、司祭或人民，我必惩罚这人和他的家。		
23.35	23:35 你们应每人对自己的邻人和兄弟这样说：「上主有了什么答复﹖」或「上主说了什么﹖」		
23.36	23:36 不应再提「上主的重担；」不然，各人的话必要成为自己的重担，因为你们歪曲了永生的天主，万军的上主，和我们的天主的话。		
23.37	23:37 你应这样问先知说：「上主对你有了什么答复﹖」或「上主说了什么﹖」		
23.38	23:38 如果你们还说：「上主的重担。」上主就要这样说：就因你们还说：「上主的重担」这句话──我原派人对你们说：不要再说「上主的重担」──		
23.39	23:39 为此，看，我要把你们卸下，把你们和我赐与你们及你们祖先的城市，由我面前远远拋弃，		
23.40	23:40 使你们永远受辱，受永远不能忘的污辱。		
			
			
24.0t	第二十四章(10)		
			
24.1t	两筐无花果		
24.1 	24:1 巴比伦王拿步高从耶路撒冷将犹大王约雅金的儿子耶苛尼雅和犹大的众王侯，技工和铁匠，掳到巴比伦去以后，上主使我见到一个神视：看，有两筐无花果放在上主的殿前：		
24.2 	24:2 一筐内装的是很好的无花果，好象是初熟的无花果；另一筐内装的却是很坏的无花果，坏得几乎不能吃。		
24.3 	24:3 于是上主问我说：「耶肋米亚，你看见什么﹖」我答说：「无花果：好的无花果实在好，坏的也实在坏，坏得至于不能吃。」		
24.4 	24:4 那时，有上主的话传给我说：「		
24.5 	24:5 上主，以色列的天主这样说：我要惠然眷顾，我从这里遣往加色丁地去的犹大俘虏，象这些好无花果一样；		
24.6 	24:6 好好照顾他们，领他们回到这地方来；从新建树他们，不再拆毁；从新栽培他们，不再拔除；		
24.7 	24:7 赋给他们一颗认识我的心，知道只有我是上主；他们要作我的人民，我要作他们的天主；因为他们要全心回头归向我。		
24.8 	24:8 至于人怎样对待那些坏的，坏得不可吃的无花果──上主这样说──我也要怎样对待犹大王漆德克雅和他的王侯，以及留在此地并住在埃及地的耶路撒冷遗民，		
24.9 	24:9 使他们成为地上各国恐怖的对象；在我驱逐他们所到的地方，成为人侮辱、讥笑、嘲弄和诅咒的对象；		
24.10	24:10 给他们招来战争、饥荒和瘟疫，直到他们由我赐给他们和他们祖先的地上完全消灭。		
			
			
25.0t	第二十五章(38)		
			
25.1t	七十年的流亡		
25.1 	25:1 犹大王约史雅的儿子约雅金执政第四年，巴比伦王拿步高元年，有关于全犹大人民的话，传给耶肋米亚；		
25.2 	25:2 耶肋米亚先知便将这话转告给全犹大人民，和耶路撒冷所有的居民说：「		
25.3 	25:3 自犹大王阿孟的儿子约史雅执政第十三年，直到今日，已经二十三年，凡上主传给我的话，我都急速告诉了你们，你们却不听。		
25.4 	25:4 上主不断给你们派来他所有的仆人──先知们，你们总是不听，不愿倾耳谛听。		
25.5 	25:5 他们说：你们应各自离弃自己的邪道，和自己邪恶的行为，好能住在上主从永远到永远赐给了你们和你们祖先的地域里；		
25.6 	25:6 不要追随其他的神祇，事奉朝拜，以你们手做的东西来激怒我，你们就不致遭遇灾祸。		
25.7 	25:7 你们没有听从我──上主的断语──竟以你们手做的东西来激怒我，自招祸患。		
25.8 	25:8 为此，万军的上主这样说：由于你们不听我的话，		
25.9 	25:9 看，我必遣人召来北方的一切种族──上主的断语──和我的仆人巴比伦王拿步高来进攻这地方，和这地方的居民，以及四周所有的民族；我要彻底消灭，任其荒凉，永远成为笑柄和羞辱的对象。		
25.10	25:10 此外，我还要息灭他们中欢乐喜庆的歌声，新郎和新娘的欢笑声，磨声和灯光。		
25.11	25:11 这地方要全变为凄凉的荒野，这些民族要七十年服从巴比伦王。		
25.12	25:12 但是，一满了七十年，我必要惩罚巴比伦王和这民族的罪恶──上主的断语──以及加色丁人的国土，使它永远成为荒野。		
25.13	25:13 对这国土，我要执行我论它所说，在这书上所记载先知耶肋米亚论及万民所预言的一切话，		
25.14	25:14 因为强盛的民族和有力的君王，要使他们成为自己的奴隶；我必依照他们的作为和他们双手所行的事，报复他们。		
			
25.15t	万民应喝义怒之杯		
25.15	25:15 上主，以色列的天主这样对我说：「你从我手中接过这杯忿怒酒去，让我派你所到的各民族喝。		
25.16	25:16 他们必要喝，必要在我给他们派来的刀剑前，蹒跚发狂。」		
25.17	25:17 我便从上主手中接过杯来，给了上主派我所到的各民族喝：		
25.18	25:18 给耶路撒冷和犹大各城市，以及城中的君王和首长喝，使她们荒芜凄凉，受人嘲笑诅咒，象今日一样；		
25.19	25:19 给埃及王法郎和他的臣仆王侯并全体人民；		
25.20	25:20 给所有的杂族，胡兹地和培肋舍特地的众君王；给阿市刻隆、迦萨、厄刻龙和阿市多得的遗民；		
25.21	25:21 给厄东、摩阿布和阿孟子民；		
25.22	25:22 给提洛、漆冬和海外岛屿的众君王；		
25.23	25:23 给德丹、特玛、步次和凡剃除鬓发的人；		
25.24	25:24 给阿剌伯和在沙漠居住的杂族的众君王；		
25.25	25:25 给齐默黎、厄蓝和玛待的众君王；		
25.26	25:26 给北方彼此相离或远或近的众君王，以及地面上所有的王国喝；最后喝的，是舍沙客的君王。		
25.27	25:27 你应对他们说：「万军的上主，以色列的天主这样说：你们要喝，喝醉，呕吐，倒在我给你们派来的刀剑前，再不起来。		
25.28	25:28 假使他们不肯从你手中取过杯去喝，你就对他们说：万军的上主这样说：你们必须喝。		
25.29	25:29 因为，看，我开始降罚归我名下的城市，而你们竟想全然免罚吗﹖你们决不能免罚，因为我要给地上所有的居民招来刀?ぉね蚓现鞯亩嫌铩?		
			
25.30t	万民受审判		
25.30	25:30 你应给他们预言这一切话，对他们说：上主从高处作狮吼，从他的圣所发出他的声音，对自己的牧场厉声怒号，对地上所有的居民，象榨葡萄的人一样喊叫。		
25.31	25:31 一阵喧哗嘈杂，直至地极，因为上主与万民有了争讼，与一切有血肉的人，进行审判，将恶人交给刀剑──上主的断语──		
25.32	25:32 万军的上主这样说：看，各国相继发生灾祸，由地极卷来强烈的风暴。		
25.33	25:33 到了那一天，从地极到地极，遍是上主杀戮的人，没有人哀悼、收殓、埋葬，有如地面上的粪土。		
25.34	25:34 为人牧者，你们应哭泣哀号!为羊群领导者，你们应在灰尘中辗转!因为你们的日期已满，你们要被宰杀，快要被宰割，象精选的公羊。		
25.35	25:35 为人牧者，无路可逃；为羊群领导者，无法脱身。		
25.36	25:36 听啊!为人牧者在哀号，为羊群领导者在哭泣，因为上主摧毁了他们的牧场。		
25.37	25:37 宁静的草场，因上主的怒焰，已成一片荒凉。		
25.38	25:38 狮子离弃了自己的巢穴，因为它们的土地，由于刀剑的无情和上主的盛怒，已成了荒野。		
			
			
26.-1t	二编　预言与记事(26-35)		
			
26.0t	第二十六章(24)		
			
26.1t	先知的性命受到威胁		
26.1 	26:1 犹大王约史雅的儿子约雅金即位之初，上主有这话传给耶肋米亚说：「		
26.2 	26:2 上主这样说：你去站在上主殿宇的庭院里，对犹大各城凡来到上主殿内朝拜的人，说我命你对他们应说的一切话，一句也不可减少。		
26.3 	26:3 或许他们会听从，终于各自离弃自己的邪道，使我后悔而不降曾因他们行事邪恶，给他们想降的灾祸。		
26.4 	26:4 你应对他们说：上主这样说：假使你们不听从我，不遵行我给你们当面颁布的法律，		
26.5 	26:5 不听信我不断给你们派来，而你们不听从我的仆人──先知们的话，		
26.6 	26:6 我必使这殿象史罗一样，使这城成为举世万民诅咒的对象。」		
			
26.7t	耶肋米亚受审		
26.7 	26:7 司祭和先知以及全体人民，都听见耶肋米亚在上主殿里宣布了这些话。		
26.8 	26:8 当耶肋米亚讲完了上主命他向全体人民应说的一切话以后，司祭和先知以及全体人民就拿住他说：「你真该死!		
26.9 	26:9 为什么你奉上主的名预言说：这殿必要象史罗，这城必要荒芜，而没有人居住呢!」全体人民都在上主的殿里集合起来反对耶肋米亚。		
26.10	26:10 犹大的民事官员听到发生了这事，便从王宫上到上主殿里，坐在上主殿宇的新门口。		
26.11	26:11 司祭和先知便对官员和全体人民说：「这人该死，因为他预言反对这城，你们也亲耳听见了。」		
26.12	26:12 耶肋米亚遂答复官员和全体人民说：「是上主派我预言你们刚才听到的一切反对这殿和这城的话。		
26.13	26:13 现在你们应该改善你们的品行和作为，听从上主你们天主的劝告，上主就必会后悔自己曾决意要给你们降的灾祸。		
26.14	26:14 至于我，看，我已在你们手里，你们看着怎样好，怎样对，就怎样对待我。		
26.15	26:15 但你们却要切实知道：你们若杀害我，便是给自己和这城与其中的居民招来无辜的血债，因为实是上主派了我来，给你们当面宣布这一切话。」		
			
26.16t	官员与民众为先知辩护		
26.16	26:16 官员和全体人民于是对司祭和先知说：「这人不该死，因为他是奉上主我们天主的名，向我们发言。」		
26.17	26:17 且有地方上的一些长老也相继起来，对集合在场的全体人民说：		
26.18	26:18 「在犹大王希则克雅时日内，有摩勒舍特人米该亚先知，曾对全体犹大人民发言说：万军的上主这样说：「熙雍要变为耕地，耶路撒冷将成为废墟，圣殿的山必化为树木丛生的丘陵。		
26.19	26:19 犹大王希则克雅和犹大又何曾将他处死﹖岂不是敬畏上主，求上主开恩，致使上主反悔不降自己对他们曾决意要降的灾祸吗﹖为什么我们要自找苦受，做这穷凶极恶的事﹖」		
26.20	26:20 此外，尚有一人，克黎雅特耶阿陵人舍玛雅的儿子乌黎雅，也曾奉上主的名说过预言。他说预言反对这城和这地，与耶肋米亚的话完全一样。		
26.21	26:21 当时的约雅金与其所有军政官员听到了他的话，王就设法要杀他。乌黎雅听见了就害怕，逃往埃及去了。		
26.22	26:22 约雅金王遂派人到埃及去，即派阿革波尔的儿子厄耳纳堂和随从他的一些人到埃及去，		
