1.-2t	依撒意亚
64.6	没有一个呼求你名的，或奋起契合于你的，因为你掩面不顾我们，将我们委弃于我们罪恶的权下。
64.7	如今，上主啊!你是我们的父亲；我们只是泥土，你是的我们的陶工，我们都是你手中的作品。
64.8	上主啊!不要严加忿怒，不要时常记念我们的罪恶；求你垂顾!我们都是你的子民。
64.9	你的圣城都已成了荒地，熙雍已变为旷野，耶路撒冷成了废墟。
64.10	我们那华美的圣殿，即我们祖先赞颂你的所在，已被火焚烧，我们所喜爱的器皿都成了垃圾。
64.11	上主，对这些事你还忍得住吗﹖你还缄默，重重难为我们吗﹖
	
	
65.0t	第六十五章(25)
	
65.1t	惩罚由于罪过
65.1	从未求问我的，我要让他寻求我；从未寻找我的，我要让他找到我；我对那从未称呼我名的民族说：「看，我在这里!我在这里!」
65.2	我整天向悖逆的民族，即随自己的思念走邪辟路的人，伸出我的手。
65.3	这民族时常在我面前惹我发怒，在园中献祭，在砖台上焚香；
65.4	他们住在坟墓内，宿在隐密处，吃猪肉，在他们的器皿中都是些不洁之物，
65.5	他们还对人说：「站远点，别靠近我，怕我圣洁了你。」这些事真叫我鼻子冒烟，整日冒火。
65.6	看哪!这一切已在我面前写定；我决不缄默，我非报复不可。
65.7	我要一起报复他们的罪恶和他们祖先的罪恶：上主说。因为他们在山上烧过香，在丘陵上亵谩过我，所以我要量好他们应得的报应，报应到他们的怀中。
	
65.8t	善良遗民得福
65.8	上主这样说：「就如当人发现葡萄内尚有酒汁时，就说：不要破坏它，因为里面还有祝福；我为了我的仆人也要这样作，不将他们完全消灭。
65.9	我要使雅各伯生出苗裔，使犹大生出继承我山的人；我的选民要以她为业，我的仆人要住在那里。
65.10	为那寻求我的百姓，沙龙将成为羊群的牧场，阿苛尔山谷为那寻求我的百姓，要成为牛群的栖所。」
	
65.11t	善恶命运决不同
65.11	「至于你们这些离弃上主，忘记我的圣山，为加得神设宴，给默尼神注满调和的酒的人，
65.12	我注定了你们归于刀下，你们要屈身受戮；因为我喊叫你们，你们没有回答；我说话，你们不肯听，反而去行我视为恶的事，拣选我所不喜欢的事。」
65.13	因此吾主上主这样说：「你们要看见我的仆人有得吃，你们却要饥饿；你们看见我的仆人有得喝，你们却要口渴；你们看见我的仆人喜乐，你们却要哭泣；
65.14	你们看见我的仆人因心中快乐而欢庆，你们却要因心中忧苦而悲号，因丧气而哀伤。
65.15	你们将留下你们的名给我的选民作咒词：『吾主上主将如此叫你死!』但是我的仆人要有另一个名字作称呼。」
65.16	所以那在地上为自己求福的，要向真实的天主求福；那在地上起誓的，要指着真实的天主起誓，因为先前的苦难都已忘记，都从我的眼前隐匿了。
	
65.17t	新天新地
65.17	因为，看，我要创造新天新地，先前的不再被记忆，不再被关心。
65.18	人们都要因我所造的而永远喜悦快乐；因为，看，我要造一座令人喜悦的耶路撒冷，一个令人欢乐的百姓。
65.19	我要因耶路撒冷而喜悦，因我的百姓而欢欣，其中再听不到哭泣和哀号的声音。
65.20	那里再没有夭折的婴儿和不满寿数的老人；百岁死去的人算是青年，凡活不到百岁的人算是被诅咒的。
65.21	他们要建筑房舍，自居其中；种植葡萄，自食其果；
65.22	并不是他们建筑而别人来住，他们种植而别人来吃，因为我百姓的寿数有如树木的年数，我的选民要享用她自己的劳作。
65.23	他们不再徒然勤劳，生子不再受惊，因为他们是上主祝福的苗裔，他们的子孙亦将如此。
65.24	那时，他们还未呼求，我已答应了；他们还在祈祷，我已俯允了。
65.25	豺狼和羔羊将要一齐牧放，狮子要如牛犊一般吃草，尘土将是大蛇的食物；在我的整个圣山上，再没有谁作恶，也没有谁害人：上主说。
	
	
66.0t	第六十六章(24)
	
66.1t	真敬礼之所在
66.1	上主这样说：「上天是我的宝座，下地是我的脚凳，你们还能在那里给我造殿宇，建我休息的地方呢﹖
66.2	这一切都是我手造的，这一切都是我的，上主的断语。我要垂顾的是谁呢﹖是贫苦者、忏悔者和敬畏我言语的人。
66.3	宰杀牛犊的，又击死了人；祭杀羔羊的，又绞死了狗；奉献礼品的，又献了猪血；焚香顶礼的，又祝福了偶像：这些人既都拣选了自己的路，他们的心灵都喜悦他们可憎的事；
66.4	那么，我也要拣选磨难他们的事，使他们所恐惧的，临到他们身上；因为我呼唤，没有人回答；我说话，他们都不肯听，反而去行我视为恶的事，拣选我所不喜乐的事。」
66.5	敬畏上主言语的人哪!你们听上主的话：「那恼恨你们的，因我的名而摈弃你们的弟兄，曾说：『愿上主显示他的光荣!让我们看看你们的喜乐罢!』他们必要蒙受羞辱!」
66.6	有吵闹的声音来自城中，有声音发自殿宇：这是上主报复他敌人的声音。
	
66.7t	新民诞生
66.7	还未受痛便已分娩，阵痛尚未来到她身上，就生了一个男孩。
66.8	谁曾听过这样的事﹖谁曾见过这样的事﹖一个国家岂能在一天之内产生吗﹖一个民族岂能在一时之间诞生吗﹖但熙雍刚一觉痛就产生了她的儿子!
66.9	「我既开了母怀，难道不使她生产吗﹖」上主说：「我既使人生产，难道封闭母胎吗﹖」你的天主这样说。
66.10	凡爱慕耶路撒冷的，你们都应同她一起快乐，因她而欢喜!凡为她而忧伤的，你们都要同她尽情欢乐!
66.11	如此你们能从她那安慰的怀里吃奶而得饱饫，你们能从她那丰满的乳房吸乳而得快乐。
66.12	因为上主这样说：看!我要在她身上广赐和平，有如河流一般；我要赐给她万国的财宝，好似泛滥的江河；她的乳儿将被抱在怀中，放在膝上摇摆。
66.13	就如人怎样受母亲的抚，我也要怎样抚慰你们，你们必要在耶路撒冷享受安慰。
66.14	你们见到这种情形，你们的心必要欢乐，你们的骨骸必要如青草一般的茂盛；那时，上主的手将显示于他的仆人，他的愤恨必加于他的敌人。
66.15	因为!看哪!上主乘火降来，他的车好似暴风；他要在狂风中发泄他的怒气，在火焰中施展他的威吓，
66.16	因为上主要用火审判大地，用刀审判所有有血肉的，许多人将被上主消灭。
66.17	凡圣化又洁净了自己的，一个跟着一个到园子里去，吃猪肉、爬虫和鼠肉的人，他们的行为和他们的思念都要被消灭：这是上主的话。
	
66.18t	万民归化
66.18	我要来聚集万民及各种语言的民族，他们都要来观看我的荣耀。
66.19	我要在他们中施行奇事，并派遣免难的人到外邦人那里去，即往塔尔史士、普特、路得、默舍客、洛士、突巴耳、雅汪，辽远的海岛上，即没有听过我的声誉，没有见过我的光荣的地方。
66.20	他们要从各民族中用马、车、轿子、骡子、独峰驼，把你们的弟兄送到我的圣山耶路撒冷来，当作献于天主的献仪，好象以色列子民用洁净的器皿将供物献于上主的殿中一样：这是上主说的。
66.21	我要从他们中间选拔司祭和肋未人：这是上主说的。
66.22	实在，我行将创造的新天新地怎样在我面前存在，你们的后裔与你们的名字也要怎样存在：上主的断语。
66.23	将来每逢月朔，每逢安息日，凡属血肉的，都要来我面前跪拜：上主说。
66.24	他们要出去看那背叛我的人的尸体；他们的虫决不会死，他们的火总不会灭；他们为一切有血肉的人将是可憎之物。
